1.625252813100814819e-01,-5.421866104006767273e-02,2.580633573234081268e-02,1.526830643415451050e-01,1.704556681215763092e-02,-3.465731814503669739e-02,-2.613501250743865967e-01,1.632865369319915771e-01,-1.765916347503662109e-01,1.694055050611495972e-01,2.382641136646270752e-01,3.560030460357666016e-02,2.641722857952117920e-01,1.806433200836181641e-01,-2.100822515785694122e-02,-9.373183548450469971e-02,-2.742689251899719238e-01,2.194038480520248413e-01,1.973152160644531250e-01,1.298561990261077881e-01,-2.063900232315063477e-01,6.458558887243270874e-02,1.559236347675323486e-01,2.009938061237335205e-01,9.101808071136474609e-02,7.182935625314712524e-02,1.932505965232849121e-01,3.529626503586769104e-02,-4.654335230588912964e-02,-3.124823272228240967e-01,7.294747978448867798e-02,3.205133229494094849e-02,7.960031740367412567e-03,2.485910663381218910e-03,-2.446129173040390015e-02
2.476024776697158813e-01,8.859381778165698051e-04,-2.656970620155334473e-01,1.039141714572906494e-01,-1.079402789473533630e-01,2.468749582767486572e-01,-1.828462630510330200e-02,-2.595073310658335686e-04,2.725843712687492371e-02,2.114127129316329956e-01,7.388784736394882202e-02,-1.040372252464294434e-01,-2.645207643508911133e-01,-7.089566439390182495e-02,7.427946478128433228e-02,1.364428848028182983e-01,-8.182821795344352722e-03,1.761682778596878052e-01,-1.500870138406753540e-01,1.388479024171829224e-01,1.508443057537078857e-01,1.731577664613723755e-01,-2.870879173278808594e-01,-6.775017082691192627e-02,-3.303880989551544189e-01,2.175508588552474976e-01,3.974597156047821045e-02,2.049451321363449097e-01,1.601146757602691650e-01,-2.636539340019226074e-01,-2.299574315547943115e-01,1.893401145935058594e-01,-9.740447998046875000e-02,-1.669466346502304077e-01,-2.980934679508209229e-01
-4.714641720056533813e-02,-2.288750410079956055e-01,1.797046214342117310e-01,9.634242206811904907e-02,1.367340236902236938e-01,3.365499898791313171e-02,-1.543055921792984009e-01,1.725784987211227417e-01,-2.911865711212158203e-01,7.118297368288040161e-02,2.760051786899566650e-01,-1.852192282676696777e-01,-2.052887529134750366e-01,-1.315186768770217896e-01,-2.273513823747634888e-01,1.072054132819175720e-01,-4.630175232887268066e-02,-2.255943268537521362e-01,-3.289105296134948730e-01,7.305426895618438721e-02,-1.232921555638313293e-01,-3.458970487117767334e-01,2.388538271188735962e-01,-1.859214752912521362e-01,-1.618224233388900757e-01,-8.021183311939239502e-02,-1.371515542268753052e-02,9.433787316083908081e-02,-1.757410354912281036e-02,2.123052179813385010e-01,-1.604584157466888428e-01,-2.359276562929153442e-01,-1.598523706197738647e-01,1.585230827331542969e-01,5.666363611817359924e-02
7.803089171648025513e-02,-1.904881745576858521e-01,-8.036825060844421387e-02,-4.633069410920143127e-02,1.838712096214294434e-01,-1.783990114927291870e-01,-7.590760290622711182e-02,-3.266304731369018555e-01,-1.962878406047821045e-01,3.263797163963317871e-01,3.363963365554809570e-01,-1.207808405160903931e-01,8.573626726865768433e-02,-1.165986433625221252e-01,1.699437350034713745e-01,8.138119429349899292e-02,3.393069505691528320e-01,-1.769768297672271729e-01,-2.484153062105178833e-01,-1.823880970478057861e-01,4.277261719107627869e-02,1.214031651616096497e-01,2.000808566808700562e-01,2.358589172363281250e-01,4.356320947408676147e-03,1.150221470743417740e-02,8.948121964931488037e-02,-2.122492194175720215e-01,-5.130201950669288635e-02,1.283874660730361938e-01,1.849948614835739136e-01,-1.995211541652679443e-01,1.772753000259399414e-01,-2.965236306190490723e-01,1.940282285213470459e-01
4.457801207900047302e-02,-1.157596185803413391e-01,-1.284673362970352173e-01,1.471924781799316406e-01,-1.178783848881721497e-01,-2.174501419067382812e-01,-3.079751133918762207e-01,-1.023461595177650452e-01,-1.425936724990606308e-02,-7.456454634666442871e-02,1.195059940218925476e-01,-2.923766076564788818e-01,-1.685054153203964233e-01,1.942327804863452911e-02,-1.261271536350250244e-01,-1.392643004655838013e-01,-1.490532308816909790e-01,2.518704533576965332e-01,1.352483928203582764e-01,1.162174791097640991e-01,4.802165180444717407e-02,-2.016986012458801270e-01,2.599069476127624512e-01,1.694156378507614136e-01,-9.623400866985321045e-02,2.807550132274627686e-02,1.383123844861984253e-01,-1.348285228013992310e-01,5.466501787304878235e-02,1.683124154806137085e-01,-9.745997190475463867e-02,-9.228853159584105015e-04,-5.799826234579086304e-02,2.559891715645790100e-02,1.524533331394195557e-01
2.936135828495025635e-01,-2.622748017311096191e-01,1.358957737684249878e-01,-8.904302865266799927e-02,-1.619531810283660889e-01,8.091977983713150024e-02,4.119515791535377502e-02,2.282961606979370117e-01,-1.509108394384384155e-01,-6.319262087345123291e-02,1.283743530511856079e-01,-2.039607465267181396e-01,1.947572827339172363e-01,2.204291708767414093e-02,6.562320142984390259e-02,-2.741879224777221680e-01,-3.256998956203460693e-02,-6.834138929843902588e-02,-1.333516687154769897e-01,-1.287272572517395020e-01,-5.295262113213539124e-02,8.377424441277980804e-03,-1.015664264559745789e-01,-2.167552411556243896e-01,1.610911637544631958e-01,-1.083771288394927979e-01,-2.577292919158935547e-01,-1.030525192618370056e-01,9.813182055950164795e-02,-1.051892340183258057e-01,-2.781823277473449707e-01,-1.035338342189788818e-01,1.289902329444885254e-01,-1.544588357210159302e-01,-1.130164861679077148e-01
4.834520071744918823e-02,-2.303762137889862061e-01,-1.884173303842544556e-01,-2.864723503589630127e-01,-2.491178736090660095e-02,8.771937340497970581e-02,-1.422963142395019531e-01,-1.666035950183868408e-01,2.383324354887008667e-01,-8.103786408901214600e-02,2.430366575717926025e-01,-1.459022052586078644e-02,-3.339237868785858154e-01,1.639479547739028931e-01,-2.101491689682006836e-01,-4.237128794193267822e-02,-4.643083736300468445e-02,3.088469430804252625e-02,-1.413943767547607422e-01,9.849959611892700195e-02,2.021408379077911377e-01,2.323975116014480591e-01,2.534647285938262939e-01,-6.262268871068954468e-02,2.305259406566619873e-01,7.192788273096084595e-02,2.800375968217849731e-02,9.767372906208038330e-02,-1.292048096656799316e-01,-3.257414400577545166e-01,1.627973169088363647e-01,8.838289231061935425e-02,1.825889497995376587e-01,-7.462219148874282837e-02,-4.936138913035392761e-02
1.653434634208679199e-01,-1.705848574638366699e-01,2.539125382900238037e-01,-4.308132082223892212e-02,-2.239634990692138672e-01,1.920768916606903076e-01,2.785685658454895020e-01,1.421200484037399292e-01,-7.314394228160381317e-03,-1.068286132067441940e-02,-1.743514090776443481e-01,-2.780952751636505127e-01,-2.376690357923507690e-01,-2.102056890726089478e-01,-7.715871930122375488e-02,1.452015936374664307e-01,-1.366996914148330688e-01,-6.592244654893875122e-02,5.789639428257942200e-02,4.859059303998947144e-02,-1.904402524232864380e-01,1.082311347126960754e-01,1.305393576622009277e-01,2.135664224624633789e-01,-2.380284480750560760e-02,-1.415488421916961670e-01,-9.092676639556884766e-02,1.954906731843948364e-01,-6.264820694923400879e-02,1.527570635080337524e-01,-1.539909839630126953e-01,8.969391696155071259e-03,1.975231170654296875e-01,2.505702078342437744e-01,-1.463627964258193970e-01
2.462711781263351440e-01,7.000888139009475708e-02,-1.931109726428985596e-01,1.107090413570404053e-01,7.830411195755004883e-02,3.352781757712364197e-02,-1.919742375612258911e-01,-1.901897341012954712e-01,-1.213885098695755005e-01,-1.000772714614868164e-01,1.060953512787818909e-01,-2.892733812332153320e-01,-1.572226136922836304e-01,-1.123447343707084656e-01,-1.451483815908432007e-01,2.098708003759384155e-01,2.788046598434448242e-01,-1.432860549539327621e-02,4.098819941282272339e-02,1.020160317420959473e-01,-5.003783386200666428e-03,-2.226718515157699585e-01,1.527898460626602173e-01,1.167474687099456787e-01,-2.115166634321212769e-01,-1.036712005734443665e-01,-2.113019526004791260e-01,-1.112027764320373535e-01,-5.294585973024368286e-02,-5.470447707921266556e-03,-2.192065864801406860e-01,-2.099298089742660522e-01,1.262069791555404663e-01,-2.654431387782096863e-03,-1.695363372564315796e-01
1.284993588924407959e-01,1.968786269426345825e-01,2.765837013721466064e-01,2.318285778164863586e-02,-1.126654297113418579e-01,-2.386008575558662415e-02,2.025025039911270142e-01,1.048749089241027832e-01,2.674243450164794922e-01,1.778537034988403320e-01,2.028093636035919189e-01,-1.501412242650985718e-01,-1.213151738047599792e-01,6.191314384341239929e-02,8.936307579278945923e-02,2.886575460433959961e-01,1.143869105726480484e-02,-1.830150932073593140e-01,1.195878684520721436e-01,7.106709480285644531e-02,-3.593401610851287842e-02,-2.342895269393920898e-01,-8.895038813352584839e-02,-1.567870974540710449e-01,-3.590504825115203857e-02,1.384671777486801147e-01,-9.436956048011779785e-02,-1.618962287902832031e-01,2.067163437604904175e-01,-1.991440057754516602e-01,-2.204538732767105103e-01,-2.384230960160493851e-03,1.173205450177192688e-01,-3.588338568806648254e-02,1.990259885787963867e-01
