2.000856548547744751e-01,2.317924052476882935e-01,4.306628704071044922e-01,-1.959380060434341431e-01,-3.211942613124847412e-01,-1.935136169195175171e-01,-2.654280960559844971e-01,1.706475317478179932e-01,-1.268380731344223022e-01,-3.020155727863311768e-01,2.759516239166259766e-01,-1.026048883795738220e-01,4.945020005106925964e-02,-7.522354274988174438e-02,-1.472222656011581421e-01,7.552317529916763306e-02,-2.899120748043060303e-01,6.147525086998939514e-02,3.731701290234923363e-03,-3.140839934349060059e-01,-2.290633618831634521e-01,9.731298685073852539e-02,2.020224481821060181e-01,8.804946206510066986e-03,2.783652245998382568e-01
3.168010413646697998e-01,2.354477941989898682e-01,-1.682904809713363647e-01,-1.905348151922225952e-01,-3.200981318950653076e-01,-2.824447583407163620e-03,-9.255547076463699341e-02,2.178298085927963257e-01,-1.598363965749740601e-01,5.364889279007911682e-02,-7.255653291940689087e-02,-2.227725833654403687e-01,1.791839450597763062e-01,-2.515004575252532959e-01,3.212070763111114502e-01,1.958758234977722168e-01,-2.382755875587463379e-01,3.084366321563720703e-01,2.842450737953186035e-01,1.293395161628723145e-01,1.456713676452636719e-01,2.348366379737854004e-02,2.277014553546905518e-01,2.345822751522064209e-02,1.610925197601318359e-01
2.869078218936920166e-01,3.366295099258422852e-01,-1.430462896823883057e-01,2.106100320816040039e-01,-1.179948914796113968e-03,2.623924016952514648e-01,-3.466689586639404297e-01,-1.016376912593841553e-01,-1.676121950149536133e-01,-3.345648646354675293e-01,-7.393794506788253784e-02,1.150543093681335449e-01,1.102810502052307129e-01,-9.630235284566879272e-02,2.581651508808135986e-01,1.041041240096092224e-01,-2.408491373062133789e-01,2.158581763505935669e-01,1.592268645763397217e-01,1.679559499025344849e-01,1.266052573919296265e-01,-9.420543164014816284e-02,5.842132493853569031e-02,-8.103980123996734619e-02,2.669474184513092041e-01
2.777916193008422852e-01,1.994112320244312286e-02,1.701143980026245117e-01,-1.238492429256439209e-01,7.639812305569648743e-03,8.602059632539749146e-02,2.331934273242950439e-01,-1.298340260982513428e-01,-1.458976715803146362e-01,-2.616782188415527344e-01,7.929222285747528076e-02,9.697599709033966064e-02,1.747902855277061462e-02,-1.258391057490371168e-05,-5.161358416080474854e-02,9.384299814701080322e-02,-1.349310874938964844e-01,-1.978187710046768188e-01,2.565045058727264404e-01,-7.685955613851547241e-02,-2.863648235797882080e-01,-2.634078264236450195e-01,-3.783725947141647339e-02,5.273276567459106445e-02,1.618467122316360474e-01
1.552545130252838135e-01,-3.138948082923889160e-01,-2.649652026593685150e-02,2.093026190996170044e-01,1.912297457456588745e-01,1.378275081515312195e-02,8.232102543115615845e-02,1.797613352537155151e-01,2.505019009113311768e-01,-1.340150684118270874e-01,-8.248559385538101196e-02,-1.631354391574859619e-01,4.430569708347320557e-03,2.519528567790985107e-02,-3.343724310398101807e-01,1.370818614959716797e-01,-1.379729807376861572e-01,2.451023757457733154e-01,2.987382747232913971e-02,6.739063188433647156e-03,1.361219882965087891e-01,1.231471896171569824e-01,9.172243624925613403e-02,2.176902145147323608e-01,-2.827256917953491211e-01
1.771367192268371582e-01,-1.248561739921569824e-01,-1.076963990926742554e-01,-2.179670184850692749e-01,-2.184696495532989502e-01,1.003825366497039795e-01,-9.534711390733718872e-02,-1.906113885343074799e-02,-2.085648663341999054e-02,2.416144758462905884e-01,-1.436167210340499878e-01,-3.966024518013000488e-02,-2.242235839366912842e-01,-2.051350474357604980e-01,1.300122439861297607e-01,-6.483657658100128174e-02,-1.692452579736709595e-01,-2.693558633327484131e-01,5.679338797926902771e-02,-2.554527819156646729e-01,-1.106361597776412964e-01,-3.175000846385955811e-01,2.326154857873916626e-01,-6.481364369392395020e-02,-4.668872430920600891e-02
-1.184992790222167969e-01,-2.085338681936264038e-01,-3.501214385032653809e-01,2.751208841800689697e-01,-1.808995604515075684e-01,2.245450764894485474e-01,4.639393836259841919e-02,-6.529597193002700806e-02,-5.053787026554346085e-03,2.803628742694854736e-01,-2.514470219612121582e-01,5.400322377681732178e-02,-1.865605637431144714e-02,-3.468222543597221375e-02,1.570226438343524933e-02,-1.172462254762649536e-01,-1.230973824858665466e-01,-6.909807771444320679e-02,-2.935446202754974365e-01,-2.751846611499786377e-01,5.594353005290031433e-02,-2.666974812746047974e-02,-1.099631190299987793e-01,2.051983922719955444e-01,1.780369728803634644e-01
-3.767377510666847229e-02,1.041283458471298218e-01,1.587569713592529297e-01,-2.082764208316802979e-01,-2.585005760192871094e-01,-2.617633640766143799e-01,-1.867824643850326538e-01,2.927937209606170654e-01,-9.832790493965148926e-02,5.439095571637153625e-02,-1.217376515269279480e-01,-2.892944216728210449e-01,1.446965634822845459e-01,-2.948624491691589355e-01,-3.646811470389366150e-02,4.700829461216926575e-02,-8.837367594242095947e-02,7.378929108381271362e-02,1.808947883546352386e-02,1.791265010833740234e-01,1.843588203191757202e-01,7.546843588352203369e-02,8.137783408164978027e-02,2.371267825365066528e-01,2.591756284236907959e-01
-3.073496818542480469e-01,-1.088606193661689758e-01,-2.872838675975799561e-01,1.885309815406799316e-02,9.359910152852535248e-03,-6.118987500667572021e-02,1.828312873840332031e-01,-1.354811638593673706e-01,6.334009114652872086e-03,1.931185871362686157e-01,-1.732059270143508911e-01,1.007035896182060242e-01,-1.877793967723846436e-01,-3.335422277450561523e-01,-1.229772865772247314e-01,-4.399171099066734314e-02,-2.222906351089477539e-01,-6.325005739927291870e-02,-1.434302031993865967e-01,1.397125273942947388e-01,8.226941525936126709e-02,8.065146394073963165e-03,-2.231567054986953735e-01,1.081444546580314636e-01,1.486804485321044922e-01
-3.081641346216201782e-02,-3.085250854492187500e-01,1.902081817388534546e-01,2.872113585472106934e-01,-2.974763810634613037e-01,-1.767546534538269043e-01,5.069663003087043762e-02,2.368469238281250000e-01,2.577561140060424805e-01,-2.511516809463500977e-01,2.684135138988494873e-01,-1.742483526468276978e-01,-2.079908102750778198e-01,-2.900262549519538879e-02,1.571095436811447144e-01,-1.898756623268127441e-01,-1.712038516998291016e-01,-1.869939118623733521e-01,1.991051286458969116e-01,-2.324694842100143433e-01,-2.764698676764965057e-02,-3.140172958374023438e-01,-1.417659223079681396e-01,1.766571253538131714e-01,-2.730450332164764404e-01
