-1.771041899919509888e-01,-1.493160612881183624e-02,9.119696170091629028e-02,5.938917770981788635e-02,-5.774589721113443375e-03,-1.635332256555557251e-01,-9.983644634485244751e-02,1.052141189575195312e-03,-2.696641385555267334e-01,1.010233759880065918e-01,-3.904553502798080444e-02,-6.189032271504402161e-02,5.932211130857467651e-02,-9.827975928783416748e-02,-2.461388409137725830e-01,-1.555073261260986328e-01,-1.337487548589706421e-01,-1.629400551319122314e-01,-1.146975383162498474e-01,-1.515471339225769043e-01,-1.656720042228698730e-01,8.141013234853744507e-02,2.990125864744186401e-02,-1.841809004545211792e-01,-7.425005733966827393e-02,-1.830155849456787109e-01,-2.219856083393096924e-01,3.239232301712036133e-02,-6.595668196678161621e-02,-2.898810207843780518e-01,9.716349095106124878e-02,-1.742213517427444458e-01,3.012945502996444702e-02,-7.282743696123361588e-03,-1.177550852298736572e-01,-6.341731548309326172e-02,1.377359330654144287e-01,8.225072920322418213e-02,8.647724986076354980e-02,1.415384113788604736e-01,-1.228704899549484253e-01,-1.641529947519302368e-01,-1.093304455280303955e-01,1.445041894912719727e-01,1.913951784372329712e-01
7.527332752943038940e-02,-1.536023467779159546e-01,1.209523007273674011e-01,4.654477536678314209e-02,1.153478324413299561e-01,-7.319773733615875244e-02,3.731785714626312256e-02,-1.614282578229904175e-01,-2.300691455602645874e-01,1.001550853252410889e-01,3.452779352664947510e-02,1.844115108251571655e-01,7.846866548061370850e-02,1.817271262407302856e-01,-6.409471482038497925e-02,-1.901744604110717773e-01,2.153555396944284439e-03,-2.181634157896041870e-01,1.221444010734558105e-01,-6.939019262790679932e-02,-1.653772145509719849e-01,-5.421521514654159546e-02,5.648519843816757202e-02,-1.037533357739448547e-01,4.365387558937072754e-02,1.192812174558639526e-01,-1.890952140092849731e-01,-1.801063716411590576e-01,-2.797575853765010834e-02,-7.772150635719299316e-02,-1.164481565356254578e-01,5.363482236862182617e-02,8.633275330066680908e-02,4.787617921829223633e-02,-2.455566823482513428e-01,-7.607050240039825439e-02,1.168436110019683838e-01,-5.946704372763633728e-02,-9.075416624546051025e-02,6.352714449167251587e-02,-9.771076589822769165e-02,4.841688647866249084e-02,4.266576468944549561e-02,-2.673842571675777435e-02,7.000447064638137817e-02
9.160147607326507568e-02,-3.087619133293628693e-02,1.261426359415054321e-01,1.931069195270538330e-01,2.021260708570480347e-01,-8.506590127944946289e-02,2.875027954578399658e-01,-1.601422280073165894e-01,-5.377016961574554443e-02,-2.219343334436416626e-01,-2.323452383279800415e-01,-5.662982165813446045e-02,2.062780559062957764e-01,1.559777371585369110e-02,-1.141183078289031982e-01,-1.459902524948120117e-01,-1.191558502614498138e-02,-1.593652218580245972e-01,-2.563806176185607910e-01,1.343236267566680908e-01,-9.142906218767166138e-02,1.157712787389755249e-01,-2.050556242465972900e-01,1.539083570241928101e-01,-1.033468544483184814e-01,-7.806964218616485596e-02,4.638385772705078125e-02,1.462920159101486206e-01,-7.723887264728546143e-02,-1.916646510362625122e-01,5.104107037186622620e-02,-1.113509684801101685e-01,-1.596482545137405396e-01,1.912785917520523071e-01,5.997359380125999451e-02,-1.873009949922561646e-01,-2.091661840677261353e-01,1.670684516429901123e-01,8.905048668384552002e-02,-2.159488052129745483e-01,-1.986521780490875244e-01,4.423815384507179260e-02,-5.110623687505722046e-02,-2.150809913873672485e-01,-2.066480815410614014e-01
1.188065633177757263e-01,2.675272710621356964e-02,9.492698311805725098e-02,-1.650747656822204590e-01,-5.411520972847938538e-02,9.520372748374938965e-02,3.987292200326919556e-02,7.425245642662048340e-02,-1.362831443548202515e-01,1.169615462422370911e-01,-1.457285135984420776e-01,1.835134923458099365e-01,1.510694324970245361e-01,6.905775517225265503e-02,-3.903729468584060669e-02,-2.801226079463958740e-02,-1.856647729873657227e-01,-1.257933378219604492e-01,-1.190201342105865479e-01,-5.724095925688743591e-02,-6.826210021972656250e-02,-5.438181757926940918e-02,2.382147312164306641e-01,2.005092054605484009e-02,7.468349486589431763e-02,-1.798443049192428589e-01,1.160736232995986938e-01,1.924140006303787231e-02,-2.478604950010776520e-02,4.110798984766006470e-02,-1.429467946290969849e-01,8.501849952153861523e-04,-1.221966296434402466e-01,1.084736734628677368e-01,7.254014164209365845e-02,-6.464082747697830200e-02,7.022213935852050781e-02,9.354659914970397949e-02,1.008499264717102051e-01,-2.243970185518264771e-01,-1.054423004388809204e-01,-1.721723526716232300e-01,7.126999646425247192e-02,-7.066668011248111725e-03,-2.598311305046081543e-01
-1.975686550140380859e-01,-1.240796446800231934e-01,5.122603103518486023e-02,-1.075524836778640747e-01,-5.819768458604812622e-02,9.189216047525405884e-02,-1.960796862840652466e-01,2.352636307477951050e-02,3.099472261965274811e-02,1.941150128841400146e-01,2.067153304815292358e-01,-1.022813245654106140e-01,-3.213004395365715027e-02,1.470407694578170776e-01,1.160406991839408875e-01,1.811566501855850220e-01,-1.278785020112991333e-01,3.357396647334098816e-02,1.150060966610908508e-01,-1.292775422334671021e-01,1.183584425598382950e-02,1.120345890522003174e-01,9.996820986270904541e-02,1.229507997632026672e-01,5.976541712880134583e-02,1.213198453187942505e-01,-1.570533812046051025e-01,8.409815281629562378e-02,3.527489677071571350e-02,8.945333957672119141e-02,1.106281355023384094e-01,1.738173067569732666e-01,8.514812588691711426e-02,-1.635136604309082031e-01,1.928030252456665039e-01,1.169460117816925049e-01,1.500707566738128662e-01,1.708105579018592834e-02,2.791550010442733765e-02,9.504893422126770020e-02,1.710867285728454590e-01,1.028233841061592102e-01,1.303665190935134888e-01,3.683703765273094177e-02,8.042789995670318604e-02
-2.321907281875610352e-01,-7.659336179494857788e-02,6.662973761558532715e-02,-7.428430020809173584e-02,-7.322500646114349365e-02,-8.571556955575942993e-02,-2.124570161104202271e-01,6.519307196140289307e-02,-2.486629784107208252e-01,-2.628275007009506226e-02,-8.134353905916213989e-02,-2.240824550390243530e-01,6.890863925218582153e-02,-1.505826264619827271e-01,4.837237298488616943e-02,-9.806393831968307495e-02,-1.441417038440704346e-01,-1.917277425527572632e-01,-1.521064192056655884e-01,-4.756947979331016541e-02,9.118438512086868286e-02,7.379937916994094849e-02,-4.844551905989646912e-02,4.051792994141578674e-02,1.577597409486770630e-01,-4.138320684432983398e-02,4.639896377921104431e-02,8.217654377222061157e-02,-5.336477234959602356e-02,-7.484000921249389648e-02,-1.464438885450363159e-01,1.313024666160345078e-02,5.376257002353668213e-02,2.127459347248077393e-01,-8.379631489515304565e-02,-1.767000854015350342e-01,7.351201027631759644e-02,-7.162718474864959717e-02,-1.486258208751678467e-01,7.773307710886001587e-02,1.530474424362182617e-01,-1.742742210626602173e-01,-1.814727932214736938e-01,1.865957677364349365e-01,-8.621054142713546753e-02
2.505229227244853973e-02,-1.106913536787033081e-01,-1.533877998590469360e-01,5.775386840105056763e-02,-1.485926508903503418e-01,-5.784615129232406616e-02,-9.484561532735824585e-02,1.393820047378540039e-01,1.462423652410507202e-01,-1.347058564424514771e-01,1.166490167379379272e-01,9.037261456251144409e-02,1.578755825757980347e-01,-1.294826716184616089e-01,3.114506229758262634e-02,-6.501555442810058594e-02,3.190676495432853699e-02,8.041135966777801514e-02,4.878117889165878296e-02,7.122501730918884277e-02,-2.317782305181026459e-02,1.632937230169773102e-02,1.619487442076206207e-02,-1.627426147460937500e-01,5.271363258361816406e-02,1.899480670690536499e-01,7.772366702556610107e-02,1.578387618064880371e-02,7.305481284856796265e-02,9.621380269527435303e-02,1.902082413434982300e-01,-1.351596415042877197e-01,1.508057713508605957e-01,-1.159191355109214783e-01,7.733219116926193237e-02,1.316973567008972168e-01,1.184563897550106049e-02,-1.047386676073074341e-01,7.820166647434234619e-02,6.383544206619262695e-02,-1.625621318817138672e-01,-1.159374639391899109e-01,9.477388113737106323e-02,1.533100306987762451e-01,2.541820406913757324e-01
1.266076229512691498e-02,1.627159267663955688e-01,-4.486905038356781006e-02,1.179904863238334656e-01,-7.420982420444488525e-02,1.537456512451171875e-01,2.349956519901752472e-02,1.548785120248794556e-01,8.725041896104812622e-02,1.083522886037826538e-01,1.425718367099761963e-01,1.345546543598175049e-01,-2.116991132497787476e-01,1.460612714290618896e-01,1.367441266775131226e-01,-1.187186539173126221e-01,3.642963618040084839e-02,-4.011451452970504761e-02,1.610505729913711548e-01,-2.055376581847667694e-02,-1.255602836608886719e-01,-1.852592676877975464e-01,-1.263467520475387573e-01,9.731814265251159668e-02,-2.129100114107131958e-01,1.621235609054565430e-01,-9.141692519187927246e-02,-1.635392755270004272e-01,9.717344492673873901e-02,-1.435398012399673462e-01,-2.025982886552810669e-01,-5.458417534828186035e-02,-4.458107054233551025e-02,1.091857329010963440e-01,1.170266568660736084e-01,-2.405727058649063110e-01,-2.464410290122032166e-02,-3.808828070759773254e-02,-9.909796714782714844e-02,-1.593116372823715210e-01,3.951300308108329773e-02,2.446354925632476807e-02,-8.203512430191040039e-02,-1.435013860464096069e-02,-8.840099722146987915e-02
-9.331589937210083008e-02,-1.600091606378555298e-01,-3.911361098289489746e-02,5.824949592351913452e-02,7.510660588741302490e-02,1.184220463037490845e-01,-6.943988054990768433e-02,-1.413330435752868652e-01,-1.604337990283966064e-01,2.181480228900909424e-01,-9.807751327753067017e-02,-1.618335694074630737e-01,-4.895207285881042480e-02,1.332738101482391357e-01,2.423042617738246918e-02,3.071991540491580963e-02,-1.050850600004196167e-01,1.660661101341247559e-01,-1.231069117784500122e-01,-1.311938464641571045e-01,-2.120983451604843140e-01,4.581513255834579468e-02,1.610946208238601685e-01,3.149590641260147095e-02,-1.724397987127304077e-01,-1.491994708776473999e-01,5.930447950959205627e-02,-1.043576300144195557e-01,-1.433492898941040039e-01,1.826215237379074097e-01,6.696909666061401367e-02,6.326021254062652588e-02,1.242036670446395874e-01,-1.432339400053024292e-01,1.229483708739280701e-01,-1.527297645807266235e-01,-1.214839592576026917e-01,1.435656994581222534e-01,9.936853498220443726e-02,-3.226925805211067200e-02,-1.616966165602207184e-02,1.297146230936050415e-01,1.666673868894577026e-01,-1.037495061755180359e-01,-2.121159620583057404e-02
-7.387598603963851929e-02,-1.176746413111686707e-01,8.278402383439242840e-04,-6.906296312808990479e-02,1.755568385124206543e-01,-9.138921648263931274e-02,2.055753208696842194e-02,2.464283853769302368e-01,2.338228560984134674e-02,-6.509625166654586792e-02,-2.143154293298721313e-02,-8.729489147663116455e-02,-4.326879233121871948e-02,1.288006007671356201e-01,-1.194084584712982178e-01,-2.162582427263259888e-01,-9.348027408123016357e-02,-1.655418276786804199e-01,-1.088126525282859802e-01,-2.091605663299560547e-01,-2.077584117650985718e-01,1.133576631546020508e-01,-5.637326464056968689e-02,-7.459189742803573608e-02,1.697918027639389038e-01,-1.598330736160278320e-01,2.005304304475430399e-05,1.063077449798583984e-01,1.856521964073181152e-01,2.171436399221420288e-01,1.010364890098571777e-01,9.170149266719818115e-02,-2.544608339667320251e-02,-1.294327825307846069e-01,1.415416300296783447e-01,-6.084811687469482422e-02,-1.709792315959930420e-01,1.482096314430236816e-01,-1.130122467875480652e-01,1.460335552692413330e-01,-7.262139115482568741e-04,6.558587402105331421e-02,1.013917252421379089e-01,-5.022783577442169189e-02,1.845791339874267578e-01
